Model,State,Threshold,Model_Net_Benefit,Treat_All_Net_Benefit,Treat_None_Net_Benefit,State_Prevalence,Interpretation
CatBoost,3,0.14,0.2856011875309253,0.2924294903513112,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.15000000000000002,0.2816020025031289,0.28410513141426785,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.16,0.27477203647416415,0.2755825734549139,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.17,0.2728531145860036,0.2668546526531659,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.18000000000000002,0.2720290607161391,0.25791385573430203,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.19,0.26624638823220387,0.24875229839768848,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.2,0.26595744680851063,0.2393617021276596,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.21000000000000002,0.2574737409103151,0.22973336924319956,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.22,0.25357337697763227,0.2198581560283688,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.23,0.25172699640784746,0.209726443768997,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.24000000000000002,0.24680851063829784,0.19932810750279953,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.25,0.2425531914893617,0.18865248226950357,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.26,0.24427832087406554,0.17768832662449685,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.27,0.2421451471874089,0.1664237831535995,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.28,0.23451536643026005,0.1548463356973995,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.29000000000000004,0.23392268504644892,0.14294276296074315,0.0,0.39148936170212767,One-versus-rest ecological decision utility
CatBoost,3,0.3,0.2291793313069909,0.13069908814589665,0.0,0.39148936170212767,One-versus-rest ecological decision utility
