Model,State,Point,Recall,Precision,Threshold,State_AUPRC,State_Prevalence
CatBoost,1,90,1.0,0.5136986301369864,0.0292326872775698,0.7129268140009529,0.3191489361702128
CatBoost,1,91,1.0,0.5172413793103449,0.0294961964902292,0.7129268140009529,0.3191489361702128
CatBoost,1,92,1.0,0.5208333333333334,0.0295250352993133,0.7129268140009529,0.3191489361702128
CatBoost,1,93,1.0,0.5244755244755245,0.0318028402594532,0.7129268140009529,0.3191489361702128
CatBoost,1,94,1.0,0.528169014084507,0.0342304195715583,0.7129268140009529,0.3191489361702128
CatBoost,1,95,1.0,0.5319148936170213,0.0358097596946839,0.7129268140009529,0.3191489361702128
CatBoost,1,96,1.0,0.5357142857142857,0.0368977926618758,0.7129268140009529,0.3191489361702128
CatBoost,1,97,1.0,0.539568345323741,0.0377253558862259,0.7129268140009529,0.3191489361702128
CatBoost,1,98,1.0,0.5434782608695652,0.0385929944333337,0.7129268140009529,0.3191489361702128
CatBoost,1,99,1.0,0.5474452554744526,0.0419083772370982,0.7129268140009529,0.3191489361702128
CatBoost,1,100,1.0,0.5514705882352942,0.0419542294465651,0.7129268140009529,0.3191489361702128
CatBoost,1,101,1.0,0.5555555555555556,0.0426592573040975,0.7129268140009529,0.3191489361702128
CatBoost,1,102,1.0,0.5597014925373134,0.0452462357014013,0.7129268140009529,0.3191489361702128
CatBoost,1,103,1.0,0.5639097744360902,0.0510108003118853,0.7129268140009529,0.3191489361702128
CatBoost,1,104,1.0,0.5681818181818182,0.0510672245917213,0.7129268140009529,0.3191489361702128
CatBoost,1,105,1.0,0.5725190839694656,0.0535631907036365,0.7129268140009529,0.3191489361702128
CatBoost,1,106,1.0,0.5769230769230769,0.0540445227338638,0.7129268140009529,0.3191489361702128
CatBoost,1,107,1.0,0.5813953488372093,0.0540505143354143,0.7129268140009529,0.3191489361702128
CatBoost,1,108,1.0,0.5859375,0.0552597643723062,0.7129268140009529,0.3191489361702128
CatBoost,1,109,1.0,0.5905511811023622,0.0567831908789544,0.7129268140009529,0.3191489361702128
CatBoost,1,110,1.0,0.5952380952380952,0.0574189122674906,0.7129268140009529,0.3191489361702128
CatBoost,1,111,1.0,0.6,0.0647910114915644,0.7129268140009529,0.3191489361702128
CatBoost,1,112,1.0,0.6048387096774194,0.0655971487950539,0.7129268140009529,0.3191489361702128
CatBoost,1,113,1.0,0.6097560975609756,0.0690927719154337,0.7129268140009529,0.3191489361702128
CatBoost,1,114,1.0,0.6147540983606558,0.0769723218846651,0.7129268140009529,0.3191489361702128
CatBoost,1,115,0.9866666666666667,0.6115702479338843,0.0778910339607916,0.7129268140009529,0.3191489361702128
CatBoost,1,116,0.9866666666666667,0.6166666666666667,0.0788743106105583,0.7129268140009529,0.3191489361702128
CatBoost,1,117,0.9866666666666667,0.6218487394957983,0.0907991407146018,0.7129268140009529,0.3191489361702128
CatBoost,1,118,0.9733333333333334,0.6186440677966102,0.0914016276134361,0.7129268140009529,0.3191489361702128
CatBoost,1,119,0.9733333333333334,0.6239316239316239,0.0978711495822362,0.7129268140009529,0.3191489361702128
CatBoost,1,120,0.9733333333333334,0.6293103448275862,0.1189174069525936,0.7129268140009529,0.3191489361702128
CatBoost,1,121,0.9733333333333334,0.6347826086956522,0.1233034189114051,0.7129268140009529,0.3191489361702128
