Months,Year,Month_Number,Model,True_State,Predicted_State,Correct,Maximum_Probability
2019-10-01,2019,10,Seasonal Baseline,3,3,True,0.8636363636363636
2019-11-01,2019,11,Seasonal Baseline,3,3,True,0.6363636363636364
2019-12-01,2019,12,Seasonal Baseline,1,1,True,0.5454545454545454
2020-01-01,2020,1,Seasonal Baseline,1,1,True,0.7272727272727273
2020-02-01,2020,2,Seasonal Baseline,1,1,True,0.6818181818181818
2020-03-01,2020,3,Seasonal Baseline,1,1,True,0.6363636363636364
2020-04-01,2020,4,Seasonal Baseline,3,1,False,0.7272727272727273
2020-05-01,2020,5,Seasonal Baseline,2,1,False,0.3636363636363636
2020-06-01,2020,6,Seasonal Baseline,3,2,False,0.9090909090909092
2020-07-01,2020,7,Seasonal Baseline,2,2,True,0.9090909090909092
2020-08-01,2020,8,Seasonal Baseline,2,2,True,0.5909090909090909
2020-09-01,2020,9,Seasonal Baseline,3,3,True,0.8181818181818182
2020-10-01,2020,10,Seasonal Baseline,3,3,True,0.8636363636363636
2020-11-01,2020,11,Seasonal Baseline,2,3,False,0.6818181818181818
2020-12-01,2020,12,Seasonal Baseline,1,1,True,0.5454545454545454
2021-01-01,2021,1,Seasonal Baseline,1,1,True,0.7272727272727273
2021-02-01,2021,2,Seasonal Baseline,1,1,True,0.6818181818181818
2021-03-01,2021,3,Seasonal Baseline,1,1,True,0.6363636363636364
2021-04-01,2021,4,Seasonal Baseline,3,1,False,0.7272727272727273
2021-05-01,2021,5,Seasonal Baseline,3,2,False,0.4090909090909091
2021-06-01,2021,6,Seasonal Baseline,2,2,True,0.8636363636363636
2021-07-01,2021,7,Seasonal Baseline,2,2,True,0.9090909090909092
2021-08-01,2021,8,Seasonal Baseline,3,2,False,0.6363636363636364
2021-09-01,2021,9,Seasonal Baseline,3,3,True,0.8181818181818182
2021-10-01,2021,10,Seasonal Baseline,3,3,True,0.8636363636363636
2021-11-01,2021,11,Seasonal Baseline,2,3,False,0.6818181818181818
2021-12-01,2021,12,Seasonal Baseline,1,1,True,0.5454545454545454
2022-01-01,2022,1,Seasonal Baseline,1,1,True,0.7272727272727273
2022-02-01,2022,2,Seasonal Baseline,1,1,True,0.6818181818181818
2022-03-01,2022,3,Seasonal Baseline,3,1,False,0.6818181818181818
2022-04-01,2022,4,Seasonal Baseline,3,1,False,0.7272727272727273
2022-05-01,2022,5,Seasonal Baseline,3,2,False,0.4090909090909091
2022-06-01,2022,6,Seasonal Baseline,2,2,True,0.8636363636363636
2022-07-01,2022,7,Seasonal Baseline,2,2,True,0.9090909090909092
2022-08-01,2022,8,Seasonal Baseline,3,2,False,0.6363636363636364
2022-09-01,2022,9,Seasonal Baseline,3,3,True,0.8181818181818182
2022-10-01,2022,10,Seasonal Baseline,3,3,True,0.8636363636363636
2022-11-01,2022,11,Seasonal Baseline,2,3,False,0.6818181818181818
2022-12-01,2022,12,Seasonal Baseline,1,1,True,0.5454545454545454
