Months,Year,Month_Number,Model,True_State,Predicted_State,Correct,Maximum_Probability
2011-06-01,2011,6,TCN,2,2,True,0.934357225894928
2011-07-01,2011,7,TCN,2,2,True,0.9321383237838744
2011-08-01,2011,8,TCN,2,3,False,0.5820302963256836
2011-09-01,2011,9,TCN,3,3,True,0.9031371474266052
2011-10-01,2011,10,TCN,3,3,True,0.8373056650161743
2011-11-01,2011,11,TCN,3,3,True,0.6976439356803894
2011-12-01,2011,12,TCN,1,3,False,0.6127110719680786
2012-01-01,2012,1,TCN,1,1,True,0.8452540636062622
2012-02-01,2012,2,TCN,3,1,False,0.9066394567489624
2012-03-01,2012,3,TCN,3,1,False,0.8657093644142151
2012-04-01,2012,4,TCN,1,1,True,0.5227143168449402
2012-05-01,2012,5,TCN,1,2,False,0.7801967859268188
2012-06-01,2012,6,TCN,2,2,True,0.957072138786316
2012-07-01,2012,7,TCN,2,2,True,0.9580479264259338
2012-08-01,2012,8,TCN,2,2,True,0.6699076294898987
2012-09-01,2012,9,TCN,3,3,True,0.918027639389038
2012-10-01,2012,10,TCN,3,3,True,0.9097101092338562
2012-11-01,2012,11,TCN,3,3,True,0.6807470917701721
2012-12-01,2012,12,TCN,3,1,False,0.6069990396499634
2013-01-01,2013,1,TCN,1,1,True,0.5881486535072327
2013-02-01,2013,2,TCN,3,1,False,0.7098917961120605
2013-03-01,2013,3,TCN,3,1,False,0.7630683779716492
2013-04-01,2013,4,TCN,1,1,True,0.5934536457061768
2013-05-01,2013,5,TCN,1,2,False,0.6315312385559082
2013-06-01,2013,6,TCN,2,2,True,0.7734581828117371
2013-07-01,2013,7,TCN,2,2,True,0.8135108351707458
2013-08-01,2013,8,TCN,2,2,True,0.6759995222091675
2013-09-01,2013,9,TCN,3,3,True,0.6068446636199951
2013-10-01,2013,10,TCN,3,3,True,0.7088879942893982
2013-11-01,2013,11,TCN,3,3,True,0.6036802530288696
2013-12-01,2013,12,TCN,3,3,True,0.4220815300941467
2014-01-01,2014,1,TCN,3,1,False,0.7829247713088989
2014-02-01,2014,2,TCN,3,1,False,0.812263548374176
2014-03-01,2014,3,TCN,3,1,False,0.7784724235534668
2014-04-01,2014,4,TCN,1,1,True,0.7080792784690857
2014-05-01,2014,5,TCN,1,2,False,0.5365208983421326
2014-06-01,2014,6,TCN,2,2,True,0.8414419293403625
2014-07-01,2014,7,TCN,2,2,True,0.8561793565750122
2014-08-01,2014,8,TCN,2,3,False,0.6740373969078064
2014-09-01,2014,9,TCN,2,3,False,0.9398277401924132
2014-10-01,2014,10,TCN,3,3,True,0.9532169103622437
2014-11-01,2014,11,TCN,3,3,True,0.891541063785553
2014-12-01,2014,12,TCN,3,1,False,0.5398296117782593
2015-01-01,2015,1,TCN,3,1,False,0.8691132664680481
2015-02-01,2015,2,TCN,3,1,False,0.955312967300415
2015-03-01,2015,3,TCN,3,1,False,0.9611836075782776
2015-04-01,2015,4,TCN,1,1,True,0.8401904702186584
2015-05-01,2015,5,TCN,2,2,True,0.904654026031494
2015-06-01,2015,6,TCN,2,2,True,0.9920969009399414
2015-07-01,2015,7,TCN,2,2,True,0.9750496745109558
2015-08-01,2015,8,TCN,2,3,False,0.5635454058647156
2015-09-01,2015,9,TCN,3,3,True,0.9921234250068665
2015-10-01,2015,10,TCN,3,3,True,0.9991816878318788
2015-11-01,2015,11,TCN,3,3,True,0.9975473284721376
2015-12-01,2015,12,TCN,3,3,True,0.9967532753944396
2016-01-01,2016,1,TCN,3,3,True,0.9826592206954956
2016-02-01,2016,2,TCN,3,3,True,0.9746895432472228
2016-03-01,2016,3,TCN,3,3,True,0.9682672023773192
2016-04-01,2016,4,TCN,3,3,True,0.9340552091598512
2016-05-01,2016,5,TCN,1,2,False,0.529535174369812
2016-06-01,2016,6,TCN,2,2,True,0.9785106182098388
2016-07-01,2016,7,TCN,2,2,True,0.9768761992454528
2016-08-01,2016,8,TCN,2,2,True,0.8668665885925293
2016-09-01,2016,9,TCN,2,3,False,0.7122809886932373
2016-10-01,2016,10,TCN,3,3,True,0.5356207489967346
2016-11-01,2016,11,TCN,2,2,True,0.8496429324150085
2016-12-01,2016,12,TCN,1,1,True,0.8385372757911682
2017-01-01,2017,1,TCN,1,1,True,0.9810301065444946
2017-02-01,2017,2,TCN,1,1,True,0.9814496040344238
2017-03-01,2017,3,TCN,1,1,True,0.9034977555274964
2017-04-01,2017,4,TCN,1,1,True,0.6110097765922546
2017-05-01,2017,5,TCN,3,2,False,0.9337669014930724
2017-06-01,2017,6,TCN,2,2,True,0.9979507327079772
2017-07-01,2017,7,TCN,2,2,True,0.99763286113739
2017-08-01,2017,8,TCN,2,2,True,0.9028195142745972
2017-09-01,2017,9,TCN,3,3,True,0.8591712713241577
2017-10-01,2017,10,TCN,2,3,False,0.9692413806915284
2017-11-01,2017,11,TCN,2,3,False,0.5071204900741577
2017-12-01,2017,12,TCN,1,1,True,0.9022124409675598
2018-01-01,2018,1,TCN,1,1,True,0.9213225841522216
2018-02-01,2018,2,TCN,1,1,True,0.8846156001091003
2018-03-01,2018,3,TCN,1,1,True,0.8373880982398987
2018-04-01,2018,4,TCN,3,1,False,0.8084859251976013
2018-05-01,2018,5,TCN,3,2,False,0.7750164866447449
2018-06-01,2018,6,TCN,2,2,True,0.9703844785690308
2018-07-01,2018,7,TCN,2,2,True,0.9315035939216614
2018-08-01,2018,8,TCN,2,2,True,0.6908404231071472
2018-09-01,2018,9,TCN,3,3,True,0.5657987594604492
2018-10-01,2018,10,TCN,3,3,True,0.5559552907943726
2018-11-01,2018,11,TCN,2,2,True,0.7157741785049438
2018-12-01,2018,12,TCN,1,1,True,0.6515398621559143
2019-01-01,2019,1,TCN,1,1,True,0.6300464868545532
2019-02-01,2019,2,TCN,1,1,True,0.6390330791473389
2019-03-01,2019,3,TCN,1,1,True,0.7082275152206421
2019-04-01,2019,4,TCN,1,1,True,0.7564396858215332
2019-05-01,2019,5,TCN,3,1,False,0.6680904626846313
2019-06-01,2019,6,TCN,2,2,True,0.7177290916442871
2019-07-01,2019,7,TCN,2,2,True,0.8912261128425598
2019-08-01,2019,8,TCN,3,2,False,0.8196113109588623
2019-09-01,2019,9,TCN,3,2,False,0.551618218421936
2019-10-01,2019,10,TCN,3,3,True,0.6359487771987915
2019-11-01,2019,11,TCN,3,3,True,0.6751929521560669
2019-12-01,2019,12,TCN,1,3,False,0.485938012599945
2020-01-01,2020,1,TCN,1,1,True,0.9716016054153442
2020-02-01,2020,2,TCN,1,1,True,0.9493166208267212
2020-03-01,2020,3,TCN,1,1,True,0.9552761912345886
2020-04-01,2020,4,TCN,3,1,False,0.8283854722976685
2020-05-01,2020,5,TCN,2,2,True,0.4545112550258636
2020-06-01,2020,6,TCN,3,2,False,0.8857506513595581
2020-07-01,2020,7,TCN,2,2,True,0.9227339029312134
2020-08-01,2020,8,TCN,2,3,False,0.559325635433197
2020-09-01,2020,9,TCN,3,3,True,0.9003833532333374
2020-10-01,2020,10,TCN,3,3,True,0.9334078431129456
2020-11-01,2020,11,TCN,2,3,False,0.5906892418861389
2020-12-01,2020,12,TCN,1,1,True,0.913973033428192
2021-01-01,2021,1,TCN,1,1,True,0.9513627886772156
2021-02-01,2021,2,TCN,1,1,True,0.9254582524299622
2021-03-01,2021,3,TCN,1,1,True,0.7477418780326843
2021-04-01,2021,4,TCN,3,3,True,0.5773396492004395
2021-05-01,2021,5,TCN,3,3,True,0.4584435224533081
2021-06-01,2021,6,TCN,2,2,True,0.7568918466567993
2021-07-01,2021,7,TCN,2,2,True,0.7064297795295715
2021-08-01,2021,8,TCN,3,3,True,0.6585333943367004
2021-09-01,2021,9,TCN,3,3,True,0.8821162581443787
2021-10-01,2021,10,TCN,3,3,True,0.691806972026825
2021-11-01,2021,11,TCN,2,2,True,0.6747584342956543
2021-12-01,2021,12,TCN,1,1,True,0.734620988368988
2022-01-01,2022,1,TCN,1,1,True,0.6699821352958679
2022-02-01,2022,2,TCN,1,1,True,0.8721671104431152
2022-03-01,2022,3,TCN,3,1,False,0.8417889475822449
2022-04-01,2022,4,TCN,3,1,False,0.7963016629219055
2022-05-01,2022,5,TCN,3,3,True,0.4037427008152008
2022-06-01,2022,6,TCN,2,2,True,0.7524334192276001
2022-07-01,2022,7,TCN,2,2,True,0.8854898810386658
2022-08-01,2022,8,TCN,3,2,False,0.6146231293678284
2022-09-01,2022,9,TCN,3,3,True,0.8051523566246033
2022-10-01,2022,10,TCN,3,3,True,0.6896254420280457
2022-11-01,2022,11,TCN,2,3,False,0.5671572089195251
2022-12-01,2022,12,TCN,1,1,True,0.5137729048728943
2003-06-01,2003,6,XGBoost,2,2,True,0.9468878507614136
2003-07-01,2003,7,XGBoost,2,2,True,0.9408168196678162
2003-08-01,2003,8,XGBoost,3,2,False,0.9058276414871216
2003-09-01,2003,9,XGBoost,3,3,True,0.8016331791877747
2003-10-01,2003,10,XGBoost,3,3,True,0.882681131362915
2003-11-01,2003,11,XGBoost,3,3,True,0.8795469999313354
2003-12-01,2003,12,XGBoost,3,1,False,0.6981285214424133
2004-01-01,2004,1,XGBoost,1,1,True,0.9368395805358888
2004-02-01,2004,2,XGBoost,1,1,True,0.9548141956329346
2004-03-01,2004,3,XGBoost,1,1,True,0.92335844039917
2004-04-01,2004,4,XGBoost,1,1,True,0.9348403215408324
2004-05-01,2004,5,XGBoost,1,2,False,0.8217402696609497
2004-06-01,2004,6,XGBoost,2,2,True,0.9006443619728088
2004-07-01,2004,7,XGBoost,2,2,True,0.9871505498886108
2004-08-01,2004,8,XGBoost,3,2,False,0.8188481330871582
2004-09-01,2004,9,XGBoost,3,3,True,0.9463655352592468
2004-10-01,2004,10,XGBoost,3,3,True,0.9504855275154114
2004-11-01,2004,11,XGBoost,3,3,True,0.8969558477401733
2004-12-01,2004,12,XGBoost,3,1,False,0.5070458054542542
2005-01-01,2005,1,XGBoost,1,1,True,0.7436506748199463
2005-02-01,2005,2,XGBoost,1,1,True,0.7310193181037903
2005-03-01,2005,3,XGBoost,1,1,True,0.7997376918792725
2005-04-01,2005,4,XGBoost,1,1,True,0.816530168056488
2005-05-01,2005,5,XGBoost,2,1,False,0.5566705465316772
2005-06-01,2005,6,XGBoost,2,2,True,0.90072500705719
2005-07-01,2005,7,XGBoost,2,2,True,0.920796513557434
2005-08-01,2005,8,XGBoost,3,2,False,0.4878976047039032
2005-09-01,2005,9,XGBoost,3,3,True,0.8823685646057129
2005-10-01,2005,10,XGBoost,3,3,True,0.8745654821395874
2005-11-01,2005,11,XGBoost,3,3,True,0.8741114139556885
2005-12-01,2005,12,XGBoost,1,1,True,0.6782771944999695
2006-01-01,2006,1,XGBoost,1,1,True,0.955353021621704
2006-02-01,2006,2,XGBoost,1,1,True,0.9532569646835328
2006-03-01,2006,3,XGBoost,1,1,True,0.7578967213630676
2006-04-01,2006,4,XGBoost,1,1,True,0.9097504615783693
2006-05-01,2006,5,XGBoost,1,1,True,0.8405284285545349
2006-06-01,2006,6,XGBoost,2,2,True,0.9161816835403442
2006-07-01,2006,7,XGBoost,2,2,True,0.936794936656952
2006-08-01,2006,8,XGBoost,2,2,True,0.9769607186317444
2006-09-01,2006,9,XGBoost,3,3,True,0.974050998687744
2006-10-01,2006,10,XGBoost,3,3,True,0.978916883468628
2006-11-01,2006,11,XGBoost,3,3,True,0.7766625285148621
2006-12-01,2006,12,XGBoost,3,1,False,0.7618882060050964
2007-01-01,2007,1,XGBoost,1,1,True,0.9169696569442748
2007-02-01,2007,2,XGBoost,1,1,True,0.9529297351837158
2007-03-01,2007,3,XGBoost,1,1,True,0.675819456577301
2007-04-01,2007,4,XGBoost,1,1,True,0.8713629245758057
2007-05-01,2007,5,XGBoost,2,2,True,0.668384850025177
2007-06-01,2007,6,XGBoost,2,2,True,0.9775746464729308
2007-07-01,2007,7,XGBoost,2,2,True,0.9860084652900696
2007-08-01,2007,8,XGBoost,2,2,True,0.8878229856491089
2007-09-01,2007,9,XGBoost,3,3,True,0.8569240570068359
2007-10-01,2007,10,XGBoost,3,3,True,0.9088456630706788
2007-11-01,2007,11,XGBoost,3,3,True,0.8706756234169006
2007-12-01,2007,12,XGBoost,1,1,True,0.6609018445014954
2008-01-01,2008,1,XGBoost,3,1,False,0.8896561861038208
2008-02-01,2008,2,XGBoost,1,1,True,0.849012553691864
2008-03-01,2008,3,XGBoost,1,1,True,0.855924665927887
2008-04-01,2008,4,XGBoost,1,1,True,0.7108265161514282
2008-05-01,2008,5,XGBoost,2,2,True,0.5185802578926086
2008-06-01,2008,6,XGBoost,2,2,True,0.5830209255218506
2008-07-01,2008,7,XGBoost,2,2,True,0.952507734298706
2008-08-01,2008,8,XGBoost,3,2,False,0.9243853092193604
2008-09-01,2008,9,XGBoost,3,3,True,0.9390941858291626
2008-10-01,2008,10,XGBoost,3,3,True,0.9790741205215454
2008-11-01,2008,11,XGBoost,3,3,True,0.8375996351242065
2008-12-01,2008,12,XGBoost,1,1,True,0.5762882828712463
2009-01-01,2009,1,XGBoost,1,1,True,0.9268460273742676
2009-02-01,2009,2,XGBoost,1,1,True,0.8707075119018555
2009-03-01,2009,3,XGBoost,1,1,True,0.8626290559768677
2009-04-01,2009,4,XGBoost,1,1,True,0.7873906493186951
2009-05-01,2009,5,XGBoost,2,2,True,0.7631057500839233
2009-06-01,2009,6,XGBoost,2,2,True,0.9550504088401794
2009-07-01,2009,7,XGBoost,2,2,True,0.9909207820892334
2009-08-01,2009,8,XGBoost,2,2,True,0.781955897808075
2009-09-01,2009,9,XGBoost,3,3,True,0.940719485282898
2009-10-01,2009,10,XGBoost,3,3,True,0.975408673286438
2009-11-01,2009,11,XGBoost,3,3,True,0.956038534641266
2009-12-01,2009,12,XGBoost,1,3,False,0.8450444936752319
2010-01-01,2010,1,XGBoost,1,1,True,0.728432297706604
2010-02-01,2010,2,XGBoost,1,1,True,0.6446051001548767
2010-03-01,2010,3,XGBoost,1,1,True,0.7392712831497192
2010-04-01,2010,4,XGBoost,1,1,True,0.7122882008552551
2010-05-01,2010,5,XGBoost,1,1,True,0.5539558529853821
2010-06-01,2010,6,XGBoost,2,2,True,0.9368454813957214
2010-07-01,2010,7,XGBoost,2,2,True,0.9300790429115297
2010-08-01,2010,8,XGBoost,2,2,True,0.9309826493263244
2010-09-01,2010,9,XGBoost,3,3,True,0.657638669013977
2010-10-01,2010,10,XGBoost,3,3,True,0.7819697856903076
2010-11-01,2010,11,XGBoost,3,3,True,0.8026606440544128
2010-12-01,2010,12,XGBoost,3,1,False,0.7552829384803772
2011-01-01,2011,1,XGBoost,1,1,True,0.7833986282348633
2011-02-01,2011,2,XGBoost,1,1,True,0.8441314697265625
2011-03-01,2011,3,XGBoost,1,1,True,0.879534900188446
2011-04-01,2011,4,XGBoost,1,1,True,0.9003521800041199
2011-05-01,2011,5,XGBoost,2,1,False,0.6445707082748413
2011-06-01,2011,6,XGBoost,2,2,True,0.6500036716461182
2011-07-01,2011,7,XGBoost,2,2,True,0.9613442420959472
2011-08-01,2011,8,XGBoost,2,2,True,0.6941973567008972
2011-09-01,2011,9,XGBoost,3,3,True,0.873322069644928
2011-10-01,2011,10,XGBoost,3,3,True,0.9259209036827089
2011-11-01,2011,11,XGBoost,3,3,True,0.5391270518302917
2011-12-01,2011,12,XGBoost,1,1,True,0.567545473575592
2012-01-01,2012,1,XGBoost,1,1,True,0.7068154811859131
2012-02-01,2012,2,XGBoost,3,1,False,0.8419554829597473
2012-03-01,2012,3,XGBoost,3,1,False,0.823510468006134
2012-04-01,2012,4,XGBoost,1,1,True,0.7687309980392456
2012-05-01,2012,5,XGBoost,1,2,False,0.4636883437633514
2012-06-01,2012,6,XGBoost,2,2,True,0.9084400534629822
2012-07-01,2012,7,XGBoost,2,2,True,0.9558952450752258
2012-08-01,2012,8,XGBoost,2,3,False,0.6133778095245361
2012-09-01,2012,9,XGBoost,3,3,True,0.9285658597946168
2012-10-01,2012,10,XGBoost,3,3,True,0.9078586101531982
2012-11-01,2012,11,XGBoost,3,3,True,0.912407398223877
2012-12-01,2012,12,XGBoost,3,1,False,0.4941132366657257
2013-01-01,2013,1,XGBoost,1,1,True,0.7114229798316956
2013-02-01,2013,2,XGBoost,3,1,False,0.6006937026977539
2013-03-01,2013,3,XGBoost,3,1,False,0.8440321087837219
2013-04-01,2013,4,XGBoost,1,1,True,0.7914028763771057
2013-05-01,2013,5,XGBoost,1,2,False,0.4995638430118561
2013-06-01,2013,6,XGBoost,2,2,True,0.906345009803772
2013-07-01,2013,7,XGBoost,2,2,True,0.9550992250442504
2013-08-01,2013,8,XGBoost,2,2,True,0.9145165681838988
2013-09-01,2013,9,XGBoost,3,3,True,0.9256564378738404
2013-10-01,2013,10,XGBoost,3,3,True,0.903790295124054
2013-11-01,2013,11,XGBoost,3,3,True,0.8181612491607666
2013-12-01,2013,12,XGBoost,3,3,True,0.527140200138092
2014-01-01,2014,1,XGBoost,3,1,False,0.9309521913528442
2014-02-01,2014,2,XGBoost,3,1,False,0.9516605734825134
2014-03-01,2014,3,XGBoost,3,1,False,0.9104285836219788
2014-04-01,2014,4,XGBoost,1,3,False,0.6684994697570801
2014-05-01,2014,5,XGBoost,1,2,False,0.4966275691986084
2014-06-01,2014,6,XGBoost,2,2,True,0.973824381828308
2014-07-01,2014,7,XGBoost,2,2,True,0.9599656462669371
2014-08-01,2014,8,XGBoost,2,2,True,0.7266412377357483
2014-09-01,2014,9,XGBoost,2,3,False,0.9502061605453492
2014-10-01,2014,10,XGBoost,3,3,True,0.9534228444099426
2014-11-01,2014,11,XGBoost,3,3,True,0.8655016422271729
2014-12-01,2014,12,XGBoost,3,3,True,0.5659725666046143
2015-01-01,2015,1,XGBoost,3,1,False,0.8206577897071838
2015-02-01,2015,2,XGBoost,3,1,False,0.8457922339439392
2015-03-01,2015,3,XGBoost,3,1,False,0.9172872304916382
2015-04-01,2015,4,XGBoost,1,1,True,0.7253513336181641
2015-05-01,2015,5,XGBoost,2,2,True,0.5401814579963684
2015-06-01,2015,6,XGBoost,2,2,True,0.8659172654151917
2015-07-01,2015,7,XGBoost,2,2,True,0.9137056469917296
2015-08-01,2015,8,XGBoost,2,2,True,0.8975622653961182
2015-09-01,2015,9,XGBoost,3,3,True,0.8462772369384766
2015-10-01,2015,10,XGBoost,3,3,True,0.9544183611869812
2015-11-01,2015,11,XGBoost,3,3,True,0.8394491076469421
2015-12-01,2015,12,XGBoost,3,1,False,0.6776472330093384
2016-01-01,2016,1,XGBoost,3,1,False,0.6932375431060791
2016-02-01,2016,2,XGBoost,3,1,False,0.7128559350967407
2016-03-01,2016,3,XGBoost,3,1,False,0.6864477396011353
2016-04-01,2016,4,XGBoost,3,1,False,0.6872734427452087
2016-05-01,2016,5,XGBoost,1,2,False,0.5052638053894043
2016-06-01,2016,6,XGBoost,2,2,True,0.9727468490600586
2016-07-01,2016,7,XGBoost,2,2,True,0.9593432545661926
2016-08-01,2016,8,XGBoost,2,2,True,0.9289725422859192
2016-09-01,2016,9,XGBoost,2,3,False,0.9422414302825928
2016-10-01,2016,10,XGBoost,3,3,True,0.80118328332901
2016-11-01,2016,11,XGBoost,2,3,False,0.5761065483093262
2016-12-01,2016,12,XGBoost,1,1,True,0.7679412961006165
2017-01-01,2017,1,XGBoost,1,3,False,0.6601484417915344
2017-02-01,2017,2,XGBoost,1,1,True,0.5835158824920654
2017-03-01,2017,3,XGBoost,1,1,True,0.6438379287719727
2017-04-01,2017,4,XGBoost,1,1,True,0.495887815952301
2017-05-01,2017,5,XGBoost,3,2,False,0.9451317191123962
2017-06-01,2017,6,XGBoost,2,2,True,0.9839081168174744
2017-07-01,2017,7,XGBoost,2,2,True,0.9797793030738832
2017-08-01,2017,8,XGBoost,2,2,True,0.92145973443985
2017-09-01,2017,9,XGBoost,3,3,True,0.8352594971656799
2017-10-01,2017,10,XGBoost,2,3,False,0.9443168044090272
2017-11-01,2017,11,XGBoost,2,3,False,0.8156220316886902
2017-12-01,2017,12,XGBoost,1,1,True,0.6561962366104126
2018-01-01,2018,1,XGBoost,1,1,True,0.7950247526168823
2018-02-01,2018,2,XGBoost,1,1,True,0.9009552001953124
2018-03-01,2018,3,XGBoost,1,1,True,0.8472841382026672
2018-04-01,2018,4,XGBoost,3,1,False,0.8215931057929993
2018-05-01,2018,5,XGBoost,3,1,False,0.4122430980205536
2018-06-01,2018,6,XGBoost,2,2,True,0.9015874862670898
2018-07-01,2018,7,XGBoost,2,2,True,0.9464389085769652
2018-08-01,2018,8,XGBoost,2,3,False,0.6250419020652771
2018-09-01,2018,9,XGBoost,3,3,True,0.8359515070915222
2018-10-01,2018,10,XGBoost,3,3,True,0.9110215306282043
2018-11-01,2018,11,XGBoost,2,3,False,0.9186902046203612
2018-12-01,2018,12,XGBoost,1,1,True,0.6540873646736145
2019-01-01,2019,1,XGBoost,1,1,True,0.6815856695175171
2019-02-01,2019,2,XGBoost,1,1,True,0.6465439200401306
2019-03-01,2019,3,XGBoost,1,1,True,0.6842137575149536
2019-04-01,2019,4,XGBoost,1,1,True,0.7291058897972107
2019-05-01,2019,5,XGBoost,3,3,True,0.5393880009651184
2019-06-01,2019,6,XGBoost,2,2,True,0.9026422500610352
2019-07-01,2019,7,XGBoost,2,2,True,0.9589347839355468
2019-08-01,2019,8,XGBoost,3,2,False,0.5730323195457458
2019-09-01,2019,9,XGBoost,3,3,True,0.853724479675293
2019-10-01,2019,10,XGBoost,3,3,True,0.8745092749595642
2019-11-01,2019,11,XGBoost,3,3,True,0.6008998155593872
2019-12-01,2019,12,XGBoost,1,1,True,0.6675872206687927
2020-01-01,2020,1,XGBoost,1,3,False,0.506951093673706
2020-02-01,2020,2,XGBoost,1,3,False,0.5203260779380798
2020-03-01,2020,3,XGBoost,1,3,False,0.6349664330482483
2020-04-01,2020,4,XGBoost,3,1,False,0.7674567699432373
2020-05-01,2020,5,XGBoost,2,2,True,0.5287425518035889
2020-06-01,2020,6,XGBoost,3,2,False,0.942269504070282
2020-07-01,2020,7,XGBoost,2,2,True,0.8119407296180725
2020-08-01,2020,8,XGBoost,2,2,True,0.8970071077346802
2020-09-01,2020,9,XGBoost,3,3,True,0.6230351328849792
2020-10-01,2020,10,XGBoost,3,2,False,0.6166039109230042
2020-11-01,2020,11,XGBoost,2,3,False,0.769200325012207
2020-12-01,2020,12,XGBoost,1,1,True,0.7666947245597839
2021-01-01,2021,1,XGBoost,1,1,True,0.7620691061019897
2021-02-01,2021,2,XGBoost,1,1,True,0.729687511920929
2021-03-01,2021,3,XGBoost,1,1,True,0.769980788230896
2021-04-01,2021,4,XGBoost,3,1,False,0.6745355725288391
2021-05-01,2021,5,XGBoost,3,2,False,0.818750262260437
2021-06-01,2021,6,XGBoost,2,2,True,0.9334663152694702
2021-07-01,2021,7,XGBoost,2,2,True,0.9093418717384338
2021-08-01,2021,8,XGBoost,3,2,False,0.6040591597557068
2021-09-01,2021,9,XGBoost,3,3,True,0.6481638550758362
2021-10-01,2021,10,XGBoost,3,3,True,0.7870808243751526
2021-11-01,2021,11,XGBoost,2,3,False,0.7438197731971741
2021-12-01,2021,12,XGBoost,1,1,True,0.6075518131256104
2022-01-01,2022,1,XGBoost,1,1,True,0.6484670639038086
2022-02-01,2022,2,XGBoost,1,1,True,0.8054103851318359
2022-03-01,2022,3,XGBoost,3,1,False,0.765606164932251
2022-04-01,2022,4,XGBoost,3,1,False,0.7219226360321045
2022-05-01,2022,5,XGBoost,3,2,False,0.7368823885917664
2022-06-01,2022,6,XGBoost,2,2,True,0.9611554145812988
2022-07-01,2022,7,XGBoost,2,2,True,0.960707664489746
2022-08-01,2022,8,XGBoost,3,2,False,0.9419680833816528
2022-09-01,2022,9,XGBoost,3,3,True,0.7388056516647339
2022-10-01,2022,10,XGBoost,3,3,True,0.7167418003082275
2022-11-01,2022,11,XGBoost,2,3,False,0.619339108467102
2022-12-01,2022,12,XGBoost,1,1,True,0.5521746277809143
2003-06-01,2003,6,HistGradientBoosting,2,2,True,0.9995853401488214
2003-07-01,2003,7,HistGradientBoosting,2,2,True,0.9971723686306984
2003-08-01,2003,8,HistGradientBoosting,3,2,False,0.9896496573653956
2003-09-01,2003,9,HistGradientBoosting,3,3,True,0.8960366382244196
2003-10-01,2003,10,HistGradientBoosting,3,3,True,0.9986254342000604
2003-11-01,2003,11,HistGradientBoosting,3,3,True,0.9974784822868482
2003-12-01,2003,12,HistGradientBoosting,3,3,True,0.6227243941330189
2004-01-01,2004,1,HistGradientBoosting,1,1,True,0.9984559818537474
2004-02-01,2004,2,HistGradientBoosting,1,1,True,0.999564301642295
2004-03-01,2004,3,HistGradientBoosting,1,1,True,0.9867612914120284
2004-04-01,2004,4,HistGradientBoosting,1,1,True,0.9820688224227928
2004-05-01,2004,5,HistGradientBoosting,1,2,False,0.9039454631810612
2004-06-01,2004,6,HistGradientBoosting,2,2,True,0.9921150916000416
2004-07-01,2004,7,HistGradientBoosting,2,2,True,0.99608865826883
2004-08-01,2004,8,HistGradientBoosting,3,2,False,0.9733297515575496
2004-09-01,2004,9,HistGradientBoosting,3,3,True,0.9895254726764864
2004-10-01,2004,10,HistGradientBoosting,3,3,True,0.9866377103055758
2004-11-01,2004,11,HistGradientBoosting,3,3,True,0.9820701867673454
2004-12-01,2004,12,HistGradientBoosting,3,1,False,0.8024079865283817
2005-01-01,2005,1,HistGradientBoosting,1,1,True,0.999368406940998
2005-02-01,2005,2,HistGradientBoosting,1,1,True,0.990889221627719
2005-03-01,2005,3,HistGradientBoosting,1,1,True,0.9926427585692008
2005-04-01,2005,4,HistGradientBoosting,1,1,True,0.99783196239732
2005-05-01,2005,5,HistGradientBoosting,2,1,False,0.7025321234706546
2005-06-01,2005,6,HistGradientBoosting,2,2,True,0.9912231666346308
2005-07-01,2005,7,HistGradientBoosting,2,2,True,0.9999451355402608
2005-08-01,2005,8,HistGradientBoosting,3,3,True,0.97577167569025
2005-09-01,2005,9,HistGradientBoosting,3,3,True,0.9994374023330655
2005-10-01,2005,10,HistGradientBoosting,3,3,True,0.999641094753006
2005-11-01,2005,11,HistGradientBoosting,3,3,True,0.9984806577783056
2005-12-01,2005,12,HistGradientBoosting,1,1,True,0.982536457376552
2006-01-01,2006,1,HistGradientBoosting,1,1,True,0.9999966939174926
2006-02-01,2006,2,HistGradientBoosting,1,1,True,0.9999900623404944
2006-03-01,2006,3,HistGradientBoosting,1,1,True,0.9993507729097816
2006-04-01,2006,4,HistGradientBoosting,1,1,True,0.998994745957722
2006-05-01,2006,5,HistGradientBoosting,1,1,True,0.9755236461295336
2006-06-01,2006,6,HistGradientBoosting,2,2,True,0.999260291326323
2006-07-01,2006,7,HistGradientBoosting,2,2,True,0.9987249466963578
2006-08-01,2006,8,HistGradientBoosting,2,2,True,0.9999939846010027
2006-09-01,2006,9,HistGradientBoosting,3,3,True,0.9999999195787096
2006-10-01,2006,10,HistGradientBoosting,3,3,True,0.9999998215461902
2006-11-01,2006,11,HistGradientBoosting,3,3,True,0.6370357889608683
2006-12-01,2006,12,HistGradientBoosting,3,1,False,0.735074803942867
2007-01-01,2007,1,HistGradientBoosting,1,1,True,0.9967780515465288
2007-02-01,2007,2,HistGradientBoosting,1,1,True,0.9997088479848488
2007-03-01,2007,3,HistGradientBoosting,1,1,True,0.8290204255445237
2007-04-01,2007,4,HistGradientBoosting,1,1,True,0.9874523556051824
2007-05-01,2007,5,HistGradientBoosting,2,2,True,0.9770628318879788
2007-06-01,2007,6,HistGradientBoosting,2,2,True,0.9999224745235302
2007-07-01,2007,7,HistGradientBoosting,2,2,True,0.9997998701162888
2007-08-01,2007,8,HistGradientBoosting,2,2,True,0.97557064320052
2007-09-01,2007,9,HistGradientBoosting,3,3,True,0.9458400807454276
2007-10-01,2007,10,HistGradientBoosting,3,3,True,0.9983641716974152
