Model,State,Threshold,TP,FN,FP,TN,Sensitivity,Specificity,Precision,F1,Youden_J,Predicted_Positive_Rate
Equal Soft Voting,1,0.75,44,31,10,150,0.5866666666666667,0.9375,0.8148148148148148,0.6821705426356589,0.5241666666666667,0.2297872340425532
Equal Soft Voting,1,0.76,42,33,10,150,0.56,0.9375,0.8076923076923077,0.6614173228346457,0.49750000000000005,0.22127659574468084
Equal Soft Voting,1,0.77,40,35,10,150,0.5333333333333333,0.9375,0.8,0.64,0.4708333333333332,0.2127659574468085
Equal Soft Voting,1,0.78,40,35,10,150,0.5333333333333333,0.9375,0.8,0.64,0.4708333333333332,0.2127659574468085
Equal Soft Voting,1,0.79,39,36,9,151,0.52,0.94375,0.8125,0.6341463414634146,0.4637500000000001,0.20425531914893616
Equal Soft Voting,1,0.8,37,38,9,151,0.49333333333333335,0.94375,0.8043478260869565,0.6115702479338843,0.43708333333333327,0.19574468085106383
Equal Soft Voting,1,0.81,36,39,9,151,0.48,0.94375,0.8,0.6,0.42375000000000007,0.19148936170212766
Equal Soft Voting,1,0.8200000000000001,35,40,9,151,0.4666666666666667,0.94375,0.7954545454545454,0.5882352941176471,0.41041666666666665,0.18723404255319148
Equal Soft Voting,1,0.8300000000000001,34,41,9,151,0.4533333333333333,0.94375,0.7906976744186046,0.576271186440678,0.39708333333333323,0.1829787234042553
Equal Soft Voting,1,0.8400000000000001,33,42,9,151,0.44,0.94375,0.7857142857142857,0.5641025641025641,0.38375000000000004,0.17872340425531916
Equal Soft Voting,1,0.85,30,45,9,151,0.4,0.94375,0.7692307692307693,0.5263157894736842,0.34375,0.16595744680851063
Equal Soft Voting,1,0.86,25,50,8,152,0.3333333333333333,0.95,0.7575757575757576,0.4629629629629629,0.2833333333333332,0.14042553191489363
Equal Soft Voting,1,0.87,23,52,8,152,0.30666666666666664,0.95,0.7419354838709677,0.43396226415094336,0.2566666666666666,0.13191489361702127
Equal Soft Voting,1,0.88,21,54,8,152,0.28,0.95,0.7241379310344828,0.40384615384615385,0.22999999999999998,0.12340425531914893
Equal Soft Voting,1,0.89,19,56,5,155,0.25333333333333335,0.96875,0.7916666666666666,0.38383838383838387,0.2220833333333334,0.10212765957446808
Equal Soft Voting,1,0.9,16,59,4,156,0.21333333333333335,0.975,0.8,0.3368421052631579,0.18833333333333324,0.0851063829787234
Equal Soft Voting,1,0.91,15,60,4,156,0.2,0.975,0.7894736842105263,0.31914893617021284,0.17500000000000004,0.08085106382978724
Equal Soft Voting,1,0.92,11,64,3,157,0.14666666666666667,0.98125,0.7857142857142857,0.24719101123595508,0.12791666666666668,0.059574468085106386
Equal Soft Voting,1,0.93,8,67,3,157,0.10666666666666667,0.98125,0.7272727272727273,0.186046511627907,0.08791666666666664,0.04680851063829787
Equal Soft Voting,1,0.9400000000000001,3,72,2,158,0.04,0.9875,0.6,0.075,0.02750000000000008,0.02127659574468085
Equal Soft Voting,1,0.9500000000000001,2,73,2,158,0.02666666666666667,0.9875,0.5,0.05063291139240507,0.01416666666666666,0.01702127659574468
Equal Soft Voting,1,0.9600000000000001,1,74,1,159,0.013333333333333334,0.99375,0.5,0.025974025974025976,0.00708333333333333,0.00851063829787234
Equal Soft Voting,1,0.97,0,75,0,160,0.0,1.0,,,0.0,0.0
Equal Soft Voting,1,0.98,0,75,0,160,0.0,1.0,,,0.0,0.0
Equal Soft Voting,1,0.99,0,75,0,160,0.0,1.0,,,0.0,0.0
Equal Soft Voting,2,0.01,68,0,139,28,1.0,0.16766467065868262,0.3285024154589372,0.4945454545454545,0.16766467065868262,0.8808510638297873
Equal Soft Voting,2,0.02,68,0,91,76,1.0,0.4550898203592814,0.4276729559748428,0.5991189427312776,0.45508982035928147,0.676595744680851
Equal Soft Voting,2,0.03,67,1,82,85,0.9852941176470589,0.5089820359281437,0.44966442953020136,0.6175115207373272,0.4942761535752025,0.6340425531914894
Equal Soft Voting,2,0.04,65,3,73,94,0.9558823529411765,0.562874251497006,0.47101449275362317,0.6310679611650486,0.5187566044381824,0.5872340425531914
Equal Soft Voting,2,0.05,65,3,68,99,0.9558823529411765,0.592814371257485,0.48872180451127817,0.6467661691542289,0.5486967241986616,0.5659574468085107
Equal Soft Voting,2,0.060000000000000005,65,3,60,107,0.9558823529411765,0.6407185628742516,0.52,0.6735751295336788,0.596600915815428,0.5319148936170213
Equal Soft Voting,2,0.06999999999999999,65,3,49,118,0.9558823529411765,0.7065868263473054,0.5701754385964912,0.7142857142857144,0.662469179288482,0.4851063829787234
Equal Soft Voting,2,0.08,65,3,45,122,0.9558823529411765,0.7305389221556886,0.5909090909090909,0.7303370786516855,0.686421275096865,0.46808510638297873
Equal Soft Voting,2,0.09,64,4,40,127,0.9411764705882353,0.7604790419161677,0.6153846153846154,0.744186046511628,0.7016555125044031,0.4425531914893617
Equal Soft Voting,2,0.09999999999999999,64,4,39,128,0.9411764705882353,0.7664670658682635,0.6213592233009708,0.7485380116959063,0.7076435364564988,0.43829787234042555
Equal Soft Voting,2,0.11,64,4,38,129,0.9411764705882353,0.7724550898203593,0.6274509803921569,0.7529411764705882,0.7136315604085945,0.4340425531914894
Equal Soft Voting,2,0.12,64,4,35,132,0.9411764705882353,0.7904191616766467,0.6464646464646465,0.7664670658682635,0.731595632264882,0.42127659574468085
Equal Soft Voting,2,0.13,64,4,33,134,0.9411764705882353,0.8023952095808383,0.6597938144329897,0.7757575757575758,0.7435716801690737,0.4127659574468085
Equal Soft Voting,2,0.14,64,4,31,136,0.9411764705882353,0.8143712574850299,0.6736842105263158,0.7852760736196318,0.7555477280732652,0.40425531914893614
Equal Soft Voting,2,0.15000000000000002,64,4,31,136,0.9411764705882353,0.8143712574850299,0.6736842105263158,0.7852760736196318,0.7555477280732652,0.40425531914893614
Equal Soft Voting,2,0.16,63,5,31,136,0.9264705882352942,0.8143712574850299,0.6702127659574468,0.7777777777777778,0.7408418457203241,0.4
Equal Soft Voting,2,0.17,62,6,30,137,0.9117647058823529,0.8203592814371258,0.6739130434782609,0.775,0.7321239873194787,0.39148936170212767
Equal Soft Voting,2,0.18000000000000002,62,6,28,139,0.9117647058823529,0.8323353293413174,0.6888888888888889,0.7848101265822784,0.7441000352236702,0.3829787234042553
Equal Soft Voting,2,0.19,62,6,28,139,0.9117647058823529,0.8323353293413174,0.6888888888888889,0.7848101265822784,0.7441000352236702,0.3829787234042553
Equal Soft Voting,2,0.2,61,7,28,139,0.8970588235294118,0.8323353293413174,0.6853932584269663,0.7770700636942676,0.7293941528707291,0.37872340425531914
Equal Soft Voting,2,0.21000000000000002,61,7,27,140,0.8970588235294118,0.8383233532934131,0.6931818181818182,0.7820512820512822,0.7353821768228248,0.37446808510638296
Equal Soft Voting,2,0.22,61,7,27,140,0.8970588235294118,0.8383233532934131,0.6931818181818182,0.7820512820512822,0.7353821768228248,0.37446808510638296
Equal Soft Voting,2,0.23,60,8,26,141,0.8823529411764706,0.844311377245509,0.6976744186046512,0.7792207792207793,0.7266643184219794,0.3659574468085106
Equal Soft Voting,2,0.24000000000000002,60,8,26,141,0.8823529411764706,0.844311377245509,0.6976744186046512,0.7792207792207793,0.7266643184219794,0.3659574468085106
Equal Soft Voting,2,0.25,60,8,26,141,0.8823529411764706,0.844311377245509,0.6976744186046512,0.7792207792207793,0.7266643184219794,0.3659574468085106
Equal Soft Voting,2,0.26,59,9,25,142,0.8676470588235294,0.8502994011976048,0.7023809523809523,0.7763157894736842,0.7179464600211343,0.3574468085106383
Equal Soft Voting,2,0.27,57,11,24,143,0.8382352941176471,0.8562874251497006,0.7037037037037037,0.7651006711409395,0.6945227192673475,0.3446808510638298
Equal Soft Voting,2,0.28,57,11,23,144,0.8382352941176471,0.8622754491017964,0.7125,0.7702702702702703,0.7005107432194435,0.3404255319148936
Equal Soft Voting,2,0.29000000000000004,57,11,22,145,0.8382352941176471,0.8682634730538922,0.7215189873417721,0.7755102040816326,0.7064987671715393,0.33617021276595743
Equal Soft Voting,2,0.3,57,11,22,145,0.8382352941176471,0.8682634730538922,0.7215189873417721,0.7755102040816326,0.7064987671715393,0.33617021276595743
Equal Soft Voting,2,0.31,57,11,22,145,0.8382352941176471,0.8682634730538922,0.7215189873417721,0.7755102040816326,0.7064987671715393,0.33617021276595743
Equal Soft Voting,2,0.32,57,11,22,145,0.8382352941176471,0.8682634730538922,0.7215189873417721,0.7755102040816326,0.7064987671715393,0.33617021276595743
Equal Soft Voting,2,0.33,56,12,20,147,0.8235294117647058,0.8802395209580839,0.7368421052631579,0.7777777777777778,0.7037689327227898,0.32340425531914896
Equal Soft Voting,2,0.34,56,12,20,147,0.8235294117647058,0.8802395209580839,0.7368421052631579,0.7777777777777778,0.7037689327227898,0.32340425531914896
Equal Soft Voting,2,0.35000000000000003,56,12,20,147,0.8235294117647058,0.8802395209580839,0.7368421052631579,0.7777777777777778,0.7037689327227898,0.32340425531914896
Equal Soft Voting,2,0.36000000000000004,55,13,20,147,0.8088235294117647,0.8802395209580839,0.7333333333333333,0.7692307692307693,0.6890630503698487,0.3191489361702128
Equal Soft Voting,2,0.37,55,13,17,150,0.8088235294117647,0.8982035928143712,0.7638888888888888,0.7857142857142858,0.707027122226136,0.30638297872340425
Equal Soft Voting,2,0.38,55,13,17,150,0.8088235294117647,0.8982035928143712,0.7638888888888888,0.7857142857142858,0.707027122226136,0.30638297872340425
Equal Soft Voting,2,0.39,55,13,17,150,0.8088235294117647,0.8982035928143712,0.7638888888888888,0.7857142857142858,0.707027122226136,0.30638297872340425
Equal Soft Voting,2,0.4,55,13,17,150,0.8088235294117647,0.8982035928143712,0.7638888888888888,0.7857142857142858,0.707027122226136,0.30638297872340425
Equal Soft Voting,2,0.41000000000000003,55,13,17,150,0.8088235294117647,0.8982035928143712,0.7638888888888888,0.7857142857142858,0.707027122226136,0.30638297872340425
Equal Soft Voting,2,0.42000000000000004,55,13,16,151,0.8088235294117647,0.9041916167664671,0.7746478873239436,0.7913669064748201,0.7130151461782317,0.3021276595744681
Equal Soft Voting,2,0.43,55,13,16,151,0.8088235294117647,0.9041916167664671,0.7746478873239436,0.7913669064748201,0.7130151461782317,0.3021276595744681
Equal Soft Voting,2,0.44,55,13,16,151,0.8088235294117647,0.9041916167664671,0.7746478873239436,0.7913669064748201,0.7130151461782317,0.3021276595744681
Equal Soft Voting,2,0.45,55,13,16,151,0.8088235294117647,0.9041916167664671,0.7746478873239436,0.7913669064748201,0.7130151461782317,0.3021276595744681
Equal Soft Voting,2,0.46,55,13,15,152,0.8088235294117647,0.9101796407185628,0.7857142857142857,0.7971014492753622,0.7190031701303274,0.2978723404255319
Equal Soft Voting,2,0.47000000000000003,54,14,14,153,0.7941176470588235,0.9161676646706587,0.7941176470588235,0.7941176470588235,0.7102853117294821,0.28936170212765955
Equal Soft Voting,2,0.48000000000000004,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.49,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.5,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.51,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.52,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.53,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.54,53,15,14,153,0.7794117647058824,0.9161676646706587,0.7910447761194029,0.7851851851851852,0.6955794293765409,0.2851063829787234
Equal Soft Voting,2,0.55,52,16,13,154,0.7647058823529411,0.9221556886227545,0.8,0.7819548872180452,0.6868615709756956,0.2765957446808511
Equal Soft Voting,2,0.56,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.5700000000000001,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.5800000000000001,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.59,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.6,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.61,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.62,52,16,12,155,0.7647058823529411,0.9281437125748503,0.8125,0.787878787878788,0.6928495949277913,0.2723404255319149
Equal Soft Voting,2,0.63,52,16,11,156,0.7647058823529411,0.9341317365269461,0.8253968253968254,0.7938931297709922,0.6988376188798873,0.2680851063829787
Equal Soft Voting,2,0.64,52,16,11,156,0.7647058823529411,0.9341317365269461,0.8253968253968254,0.7938931297709922,0.6988376188798873,0.2680851063829787
Equal Soft Voting,2,0.65,52,16,11,156,0.7647058823529411,0.9341317365269461,0.8253968253968254,0.7938931297709922,0.6988376188798873,0.2680851063829787
Equal Soft Voting,2,0.66,52,16,11,156,0.7647058823529411,0.9341317365269461,0.8253968253968254,0.7938931297709922,0.6988376188798873,0.2680851063829787
Equal Soft Voting,2,0.67,52,16,10,157,0.7647058823529411,0.9401197604790419,0.8387096774193549,0.7999999999999999,0.704825642831983,0.26382978723404255
Equal Soft Voting,2,0.68,51,17,10,157,0.75,0.9401197604790419,0.8360655737704918,0.7906976744186046,0.6901197604790419,0.25957446808510637
Equal Soft Voting,2,0.6900000000000001,51,17,9,158,0.75,0.9461077844311377,0.85,0.7968749999999999,0.6961077844311379,0.2553191489361702
Equal Soft Voting,2,0.7000000000000001,51,17,9,158,0.75,0.9461077844311377,0.85,0.7968749999999999,0.6961077844311379,0.2553191489361702
Equal Soft Voting,2,0.7100000000000001,50,18,8,159,0.7352941176470589,0.9520958083832335,0.8620689655172413,0.7936507936507937,0.6873899260302925,0.24680851063829787
Equal Soft Voting,2,0.72,50,18,8,159,0.7352941176470589,0.9520958083832335,0.8620689655172413,0.7936507936507937,0.6873899260302925,0.24680851063829787
Equal Soft Voting,2,0.73,50,18,8,159,0.7352941176470589,0.9520958083832335,0.8620689655172413,0.7936507936507937,0.6873899260302925,0.24680851063829787
Equal Soft Voting,2,0.74,50,18,8,159,0.7352941176470589,0.9520958083832335,0.8620689655172413,0.7936507936507937,0.6873899260302925,0.24680851063829787
Equal Soft Voting,2,0.75,49,19,8,159,0.7205882352941176,0.9520958083832335,0.8596491228070176,0.7839999999999999,0.6726840436773511,0.2425531914893617
Equal Soft Voting,2,0.76,48,20,8,159,0.7058823529411765,0.9520958083832335,0.8571428571428571,0.7741935483870968,0.65797816132441,0.23829787234042554
Equal Soft Voting,2,0.77,47,21,8,159,0.6911764705882353,0.9520958083832335,0.8545454545454545,0.7642276422764227,0.6432722789714687,0.23404255319148937
Equal Soft Voting,2,0.78,47,21,7,160,0.6911764705882353,0.9580838323353293,0.8703703703703703,0.7704918032786884,0.6492603029235646,0.2297872340425532
Equal Soft Voting,2,0.79,47,21,7,160,0.6911764705882353,0.9580838323353293,0.8703703703703703,0.7704918032786884,0.6492603029235646,0.2297872340425532
Equal Soft Voting,2,0.8,46,22,6,161,0.6764705882352942,0.9640718562874252,0.8846153846153846,0.7666666666666666,0.6405424445227195,0.22127659574468084
Equal Soft Voting,2,0.81,46,22,6,161,0.6764705882352942,0.9640718562874252,0.8846153846153846,0.7666666666666666,0.6405424445227195,0.22127659574468084
Equal Soft Voting,2,0.8200000000000001,45,23,6,161,0.6617647058823529,0.9640718562874252,0.8823529411764706,0.7563025210084034,0.6258365621697781,0.2170212765957447
Equal Soft Voting,2,0.8300000000000001,45,23,6,161,0.6617647058823529,0.9640718562874252,0.8823529411764706,0.7563025210084034,0.6258365621697781,0.2170212765957447
Equal Soft Voting,2,0.8400000000000001,44,24,5,162,0.6470588235294118,0.9700598802395209,0.8979591836734694,0.7521367521367522,0.6171187037689327,0.20851063829787234
Equal Soft Voting,2,0.85,44,24,5,162,0.6470588235294118,0.9700598802395209,0.8979591836734694,0.7521367521367522,0.6171187037689327,0.20851063829787234
Equal Soft Voting,2,0.86,42,26,4,163,0.6176470588235294,0.9760479041916168,0.9130434782608695,0.7368421052631579,0.5936949630151462,0.19574468085106383
Equal Soft Voting,2,0.87,42,26,4,163,0.6176470588235294,0.9760479041916168,0.9130434782608695,0.7368421052631579,0.5936949630151462,0.19574468085106383
Equal Soft Voting,2,0.88,41,27,4,163,0.6029411764705882,0.9760479041916168,0.9111111111111111,0.7256637168141592,0.5789890806622049,0.19148936170212766
Equal Soft Voting,2,0.89,39,29,4,163,0.5735294117647058,0.9760479041916168,0.9069767441860465,0.7027027027027025,0.5495773159563226,0.1829787234042553
Equal Soft Voting,2,0.9,38,30,4,163,0.5588235294117647,0.9760479041916168,0.9047619047619048,0.6909090909090908,0.5348714336033815,0.17872340425531916
Equal Soft Voting,2,0.91,37,31,4,163,0.5441176470588235,0.9760479041916168,0.9024390243902439,0.6788990825688074,0.5201655512504404,0.17446808510638298
Equal Soft Voting,2,0.92,35,33,3,164,0.5147058823529411,0.9820359281437125,0.9210526315789473,0.660377358490566,0.49674181049665367,0.16170212765957448
Equal Soft Voting,2,0.93,34,34,3,164,0.5,0.9820359281437125,0.918918918918919,0.6476190476190476,0.48203592814371254,0.1574468085106383
Equal Soft Voting,2,0.9400000000000001,28,40,2,165,0.4117647058823529,0.9880239520958084,0.9333333333333333,0.5714285714285713,0.3997886579781613,0.1276595744680851
Equal Soft Voting,2,0.9500000000000001,24,44,0,167,0.35294117647058826,1.0,1.0,0.5217391304347826,0.3529411764705883,0.10212765957446808
Equal Soft Voting,2,0.9600000000000001,19,49,0,167,0.27941176470588236,1.0,1.0,0.4367816091954023,0.27941176470588225,0.08085106382978724
Equal Soft Voting,2,0.97,14,54,0,167,0.20588235294117646,1.0,1.0,0.34146341463414637,0.2058823529411764,0.059574468085106386
Equal Soft Voting,2,0.98,8,60,0,167,0.11764705882352941,1.0,1.0,0.21052631578947367,0.11764705882352944,0.03404255319148936
Equal Soft Voting,2,0.99,1,67,0,167,0.014705882352941176,1.0,1.0,0.028985507246376812,0.014705882352941124,0.00425531914893617
Equal Soft Voting,3,0.01,92,0,140,3,1.0,0.02097902097902098,0.39655172413793105,0.5679012345679012,0.020979020979021046,0.9872340425531915
Equal Soft Voting,3,0.02,92,0,133,10,1.0,0.06993006993006994,0.4088888888888889,0.580441640378549,0.06993006993007,0.9574468085106383
Equal Soft Voting,3,0.03,91,1,124,19,0.9891304347826086,0.13286713286713286,0.4232558139534884,0.5928338762214984,0.12199756764974157,0.9148936170212766
Equal Soft Voting,3,0.04,90,2,117,26,0.9782608695652174,0.18181818181818182,0.43478260869565216,0.6020066889632107,0.16007905138339917,0.8808510638297873
Equal Soft Voting,3,0.05,88,4,111,32,0.9565217391304348,0.22377622377622378,0.44221105527638194,0.604810996563574,0.18029796290665856,0.8468085106382979
Equal Soft Voting,3,0.060000000000000005,86,6,97,46,0.9347826086956522,0.32167832167832167,0.46994535519125685,0.6254545454545455,0.256460930373974,0.7787234042553192
Equal Soft Voting,3,0.06999999999999999,86,6,95,48,0.9347826086956522,0.3356643356643357,0.47513812154696133,0.63003663003663,0.27044694435998795,0.7702127659574468
Equal Soft Voting,3,0.08,84,8,93,50,0.9130434782608695,0.34965034965034963,0.4745762711864407,0.6245353159851301,0.2626938279112192,0.7531914893617021
Equal Soft Voting,3,0.09,84,8,85,58,0.9130434782608695,0.40559440559440557,0.4970414201183432,0.6436781609195402,0.31863788385527503,0.7191489361702128
Equal Soft Voting,3,0.09999999999999999,81,11,83,60,0.8804347826086957,0.4195804195804196,0.49390243902439024,0.6328125000000001,0.30001520218911537,0.6978723404255319
Equal Soft Voting,3,0.11,79,13,78,65,0.8586956521739131,0.45454545454545453,0.5031847133757962,0.6345381526104418,0.31324110671936767,0.6680851063829787
Equal Soft Voting,3,0.12,79,13,74,69,0.8586956521739131,0.4825174825174825,0.5163398692810458,0.6448979591836735,0.3412131346913956,0.6510638297872341
Equal Soft Voting,3,0.13,78,14,68,75,0.8478260869565217,0.5244755244755245,0.5342465753424658,0.6554621848739496,0.3723016114320461,0.6212765957446809
Equal Soft Voting,3,0.14,78,14,63,80,0.8478260869565217,0.5594405594405595,0.5531914893617021,0.6695278969957082,0.4072666463970811,0.6
Equal Soft Voting,3,0.15000000000000002,78,14,58,85,0.8478260869565217,0.5944055944055944,0.5735294117647058,0.6842105263157895,0.4422316813621161,0.5787234042553191
Equal Soft Voting,3,0.16,77,15,56,87,0.8369565217391305,0.6083916083916084,0.5789473684210527,0.6844444444444445,0.44534813013073893,0.5659574468085107
Equal Soft Voting,3,0.17,76,16,53,90,0.8260869565217391,0.6293706293706294,0.5891472868217055,0.6877828054298643,0.4554575858923684,0.548936170212766
Equal Soft Voting,3,0.18000000000000002,76,16,49,94,0.8260869565217391,0.6573426573426573,0.608,0.7004608294930876,0.4834296138643963,0.5319148936170213
Equal Soft Voting,3,0.19,76,16,48,95,0.8260869565217391,0.6643356643356644,0.6129032258064516,0.7037037037037037,0.4904226208574034,0.5276595744680851
Equal Soft Voting,3,0.2,74,18,48,95,0.8043478260869565,0.6643356643356644,0.6065573770491803,0.691588785046729,0.4686834904226209,0.5191489361702127
Equal Soft Voting,3,0.21000000000000002,74,18,46,97,0.8043478260869565,0.6783216783216783,0.6166666666666667,0.6981132075471699,0.4826695044086349,0.5106382978723404
Equal Soft Voting,3,0.22,74,18,44,99,0.8043478260869565,0.6923076923076923,0.6271186440677966,0.7047619047619047,0.49665551839464883,0.502127659574468
Equal Soft Voting,3,0.23,72,20,42,101,0.782608695652174,0.7062937062937062,0.631578947368421,0.6990291262135923,0.4889024019458801,0.4851063829787234
Equal Soft Voting,3,0.24000000000000002,72,20,42,101,0.782608695652174,0.7062937062937062,0.631578947368421,0.6990291262135923,0.4889024019458801,0.4851063829787234
Equal Soft Voting,3,0.25,70,22,39,104,0.7608695652173914,0.7272727272727273,0.6422018348623854,0.6965174129353234,0.48814229249011865,0.46382978723404256
Equal Soft Voting,3,0.26,70,22,38,105,0.7608695652173914,0.7342657342657343,0.6481481481481481,0.7000000000000001,0.49513529948312573,0.4595744680851064
Equal Soft Voting,3,0.27,69,23,36,107,0.75,0.7482517482517482,0.6571428571428571,0.7005076142131981,0.49825174825174834,0.44680851063829785
Equal Soft Voting,3,0.28,68,24,32,111,0.7391304347826086,0.7762237762237763,0.68,0.7083333333333334,0.5153542110063849,0.425531914893617
Equal Soft Voting,3,0.29000000000000004,66,26,32,111,0.717391304347826,0.7762237762237763,0.673469387755102,0.6947368421052631,0.4936150805716024,0.41702127659574467
Equal Soft Voting,3,0.3,66,26,32,111,0.717391304347826,0.7762237762237763,0.673469387755102,0.6947368421052631,0.4936150805716024,0.41702127659574467
Equal Soft Voting,3,0.31,64,28,30,113,0.6956521739130435,0.7902097902097902,0.6808510638297872,0.6881720430107526,0.48586196412283367,0.4
Equal Soft Voting,3,0.32,64,28,30,113,0.6956521739130435,0.7902097902097902,0.6808510638297872,0.6881720430107526,0.48586196412283367,0.4
Equal Soft Voting,3,0.33,63,29,30,113,0.6847826086956522,0.7902097902097902,0.6774193548387096,0.6810810810810811,0.4749923989054423,0.39574468085106385
Equal Soft Voting,3,0.34,63,29,28,115,0.6847826086956522,0.8041958041958042,0.6923076923076923,0.6885245901639345,0.4889784128914565,0.3872340425531915
Equal Soft Voting,3,0.35000000000000003,62,30,27,116,0.6739130434782609,0.8111888111888111,0.6966292134831461,0.6850828729281768,0.485101854667072,0.37872340425531914
Equal Soft Voting,3,0.36000000000000004,62,30,27,116,0.6739130434782609,0.8111888111888111,0.6966292134831461,0.6850828729281768,0.485101854667072,0.37872340425531914
Equal Soft Voting,3,0.37,62,30,27,116,0.6739130434782609,0.8111888111888111,0.6966292134831461,0.6850828729281768,0.485101854667072,0.37872340425531914
Equal Soft Voting,3,0.38,62,30,27,116,0.6739130434782609,0.8111888111888111,0.6966292134831461,0.6850828729281768,0.485101854667072,0.37872340425531914
Equal Soft Voting,3,0.39,61,31,26,117,0.6630434782608695,0.8181818181818182,0.7011494252873564,0.6815642458100558,0.48122529644268774,0.3702127659574468
Equal Soft Voting,3,0.4,61,31,25,118,0.6630434782608695,0.8251748251748252,0.7093023255813954,0.6853932584269663,0.4882183034356946,0.3659574468085106
Equal Soft Voting,3,0.41000000000000003,61,31,25,118,0.6630434782608695,0.8251748251748252,0.7093023255813954,0.6853932584269663,0.4882183034356946,0.3659574468085106
Equal Soft Voting,3,0.42000000000000004,60,32,22,121,0.6521739130434783,0.8461538461538461,0.7317073170731707,0.6896551724137931,0.4983277591973243,0.34893617021276596
Equal Soft Voting,3,0.43,59,33,21,122,0.6413043478260869,0.8531468531468531,0.7375,0.686046511627907,0.49445120097294004,0.3404255319148936
Equal Soft Voting,3,0.44,57,35,19,124,0.6195652173913043,0.8671328671328671,0.75,0.6785714285714286,0.4866980845241713,0.32340425531914896
Equal Soft Voting,3,0.45,56,36,18,125,0.6086956521739131,0.8741258741258742,0.7567567567567568,0.674698795180723,0.48282152629978725,0.3148936170212766
Equal Soft Voting,3,0.46,56,36,16,127,0.6086956521739131,0.8881118881118881,0.7777777777777778,0.6829268292682927,0.4968075402858012,0.30638297872340425
Equal Soft Voting,3,0.47000000000000003,56,36,16,127,0.6086956521739131,0.8881118881118881,0.7777777777777778,0.6829268292682927,0.4968075402858012,0.30638297872340425
Equal Soft Voting,3,0.48000000000000004,56,36,14,129,0.6086956521739131,0.9020979020979021,0.8,0.6913580246913581,0.5107935542718152,0.2978723404255319
Equal Soft Voting,3,0.49,55,37,14,129,0.5978260869565217,0.9020979020979021,0.7971014492753623,0.6832298136645962,0.4999239890544238,0.2936170212765957
Equal Soft Voting,3,0.5,54,38,14,129,0.5869565217391305,0.9020979020979021,0.7941176470588235,0.675,0.48905442383703246,0.28936170212765955
Equal Soft Voting,3,0.51,53,39,13,130,0.5760869565217391,0.9090909090909091,0.803030303030303,0.6708860759493671,0.4851778656126482,0.28085106382978725
Equal Soft Voting,3,0.52,53,39,13,130,0.5760869565217391,0.9090909090909091,0.803030303030303,0.6708860759493671,0.4851778656126482,0.28085106382978725
Equal Soft Voting,3,0.53,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
Equal Soft Voting,3,0.54,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
Equal Soft Voting,3,0.55,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
Equal Soft Voting,3,0.56,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
Equal Soft Voting,3,0.5700000000000001,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
Equal Soft Voting,3,0.5800000000000001,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
Equal Soft Voting,3,0.59,52,40,13,130,0.5652173913043478,0.9090909090909091,0.8,0.6624203821656051,0.47430830039525684,0.2765957446808511
